Migration_Scenario,Year,FIPS,Area_Name,Total_Population
1,2050,48093,Comanche,12121
1,2051,48093,Comanche,12044
1,2052,48093,Comanche,11963
1,2053,48093,Comanche,11899
1,2054,48093,Comanche,11828
1,2055,48093,Comanche,11769
1,2056,48093,Comanche,11706
1,2057,48093,Comanche,11642
1,2058,48093,Comanche,11586
1,2059,48093,Comanche,11535
1,2060,48093,Comanche,11478
1,2020,48095,Concho,3303
1,2021,48095,Concho,3283
1,2022,48095,Concho,3263
1,2023,48095,Concho,3244
1,2024,48095,Concho,3224
1,2025,48095,Concho,3205
1,2026,48095,Concho,3186
1,2027,48095,Concho,3167
1,2028,48095,Concho,3148
1,2029,48095,Concho,3129
1,2030,48095,Concho,3110
1,2031,48095,Concho,3091
1,2032,48095,Concho,3073
1,2033,48095,Concho,3054
1,2034,48095,Concho,3036
1,2035,48095,Concho,3018
1,2036,48095,Concho,3000
1,2037,48095,Concho,2982
1,2038,48095,Concho,2964
1,2039,48095,Concho,2946
1,2040,48095,Concho,2928
1,2041,48095,Concho,2911
1,2042,48095,Concho,2893
1,2043,48095,Concho,2876
1,2044,48095,Concho,2859
1,2045,48095,Concho,2842
1,2046,48095,Concho,2825
1,2047,48095,Concho,2808
1,2048,48095,Concho,2791
1,2049,48095,Concho,2774
1,2050,48095,Concho,2757
1,2051,48095,Concho,2741
1,2052,48095,Concho,2724
1,2053,48095,Concho,2708
1,2054,48095,Concho,2692
1,2055,48095,Concho,2676
1,2056,48095,Concho,2660
1,2057,48095,Concho,2644
1,2058,48095,Concho,2628
1,2059,48095,Concho,2612
1,2060,48095,Concho,2596
1,2020,48097,Cooke,41668
1,2021,48097,Cooke,41999
1,2022,48097,Cooke,42245
1,2023,48097,Cooke,42496
1,2024,48097,Cooke,42739
1,2025,48097,Cooke,42968
1,2026,48097,Cooke,43218
1,2027,48097,Cooke,43443
1,2028,48097,Cooke,43673
1,2029,48097,Cooke,43890
1,2030,48097,Cooke,44096
1,2031,48097,Cooke,44282
1,2032,48097,Cooke,44472
1,2033,48097,Cooke,44654
1,2034,48097,Cooke,44806
1,2035,48097,Cooke,44976
1,2036,48097,Cooke,45119
1,2037,48097,Cooke,45249
1,2038,48097,Cooke,45394
1,2039,48097,Cooke,45527
1,2040,48097,Cooke,45641
1,2041,48097,Cooke,45759
1,2042,48097,Cooke,45857
1,2043,48097,Cooke,45942
1,2044,48097,Cooke,46025
1,2045,48097,Cooke,46098
1,2046,48097,Cooke,46161
1,2047,48097,Cooke,46223
1,2048,48097,Cooke,46278
1,2049,48097,Cooke,46306
1,2050,48097,Cooke,46337
1,2051,48097,Cooke,46363
1,2052,48097,Cooke,46398
1,2053,48097,Cooke,46422
1,2054,48097,Cooke,46449
1,2055,48097,Cooke,46459
1,2056,48097,Cooke,46462
1,2057,48097,Cooke,46459
1,2058,48097,Cooke,46471
1,2059,48097,Cooke,46483
1,2060,48097,Cooke,46490
1,2020,48099,Coryell,83093
1,2021,48099,Coryell,83992
1,2022,48099,Coryell,84649
1,2023,48099,Coryell,85274
1,2024,48099,Coryell,85830
1,2025,48099,Coryell,86356
1,2026,48099,Coryell,86810
1,2027,48099,Coryell,87213
1,2028,48099,Coryell,87599
1,2029,48099,Coryell,87900
1,2030,48099,Coryell,88145
1,2031,48099,Coryell,88387
1,2032,48099,Coryell,88577
1,2033,48099,Coryell,88751
1,2034,48099,Coryell,88879
1,2035,48099,Coryell,88968
1,2036,48099,Coryell,89000
1,2037,48099,Coryell,89043
1,2038,48099,Coryell,89015
1,2039,48099,Coryell,88977
1,2040,48099,Coryell,88894
1,2041,48099,Coryell,88835
1,2042,48099,Coryell,88768
1,2043,48099,Coryell,88681
1,2044,48099,Coryell,88624
1,2045,48099,Coryell,88535
1,2046,48099,Coryell,88455
1,2047,48099,Coryell,88391
1,2048,48099,Coryell,88294
1,2049,48099,Coryell,88183
1,2050,48099,Coryell,88099
1,2051,48099,Coryell,87966
1,2052,48099,Coryell,87837
1,2053,48099,Coryell,87687
1,2054,48099,Coryell,87516
1,2055,48099,Coryell,87348
1,2056,48099,Coryell,87129
1,2057,48099,Coryell,86908
1,2058,48099,Coryell,86661
1,2059,48099,Coryell,86410
1,2060,48099,Coryell,86111
1,2020,48101,Cottle,1380
1,2021,48101,Cottle,1364
1,2022,48101,Cottle,1366
1,2023,48101,Cottle,1369
1,2024,48101,Cottle,1350
1,2025,48101,Cottle,1343
1,2026,48101,Cottle,1345
1,2027,48101,Cottle,1337
1,2028,48101,Cottle,1336
1,2029,48101,Cottle,1327
1,2030,48101,Cottle,1319
1,2031,48101,Cottle,1312
1,2032,48101,Cottle,1297
1,2033,48101,Cottle,1295
1,2034,48101,Cottle,1286
1,2035,48101,Cottle,1273
1,2036,48101,Cottle,1256
1,2037,48101,Cottle,1253
1,2038,48101,Cottle,1243
1,2039,48101,Cottle,1231
1,2040,48101,Cottle,1221
1,2041,48101,Cottle,1213
1,2042,48101,Cottle,1199
1,2043,48101,Cottle,1187
1,2044,48101,Cottle,1179
1,2045,48101,Cottle,1165
1,2046,48101,Cottle,1156
1,2047,48101,Cottle,1141
1,2048,48101,Cottle,1145
1,2049,48101,Cottle,1136
1,2050,48101,Cottle,1125
1,2051,48101,Cottle,1125
1,2052,48101,Cottle,1109
1,2053,48101,Cottle,1101
1,2054,48101,Cottle,1095
1,2055,48101,Cottle,1090
1,2056,48101,Cottle,1081
1,2057,48101,Cottle,1071
1,2058,48101,Cottle,1063
1,2059,48101,Cottle,1048
1,2060,48101,Cottle,1040
1,2020,48103,Crane,4675
1,2021,48103,Crane,4695
1,2022,48103,Crane,4722
1,2023,48103,Crane,4764
1,2024,48103,Crane,4781
1,2025,48103,Crane,4828
1,2026,48103,Crane,4868
1,2027,48103,Crane,4901
1,2028,48103,Crane,4939
1,2029,48103,Crane,4999
1,2030,48103,Crane,5027
1,2031,48103,Crane,5077
1,2032,48103,Crane,5128
1,2033,48103,Crane,5175
1,2034,48103,Crane,5223
1,2035,48103,Crane,5260
1,2036,48103,Crane,5296
1,2037,48103,Crane,5347
1,2038,48103,Crane,5404
1,2039,48103,Crane,5457
1,2040,48103,Crane,5493
1,2041,48103,Crane,5526
1,2042,48103,Crane,5578
1,2043,48103,Crane,5621
1,2044,48103,Crane,5658
1,2045,48103,Crane,5696
1,2046,48103,Crane,5741
1,2047,48103,Crane,5772
1,2048,48103,Crane,5804
1,2049,48103,Crane,5848
1,2050,48103,Crane,5887
1,2051,48103,Crane,5923
1,2052,48103,Crane,5950
1,2053,48103,Crane,5986
1,2054,48103,Crane,6016
1,2055,48103,Crane,6058
1,2056,48103,Crane,6086
1,2057,48103,Crane,6121
1,2058,48103,Crane,6152
1,2059,48103,Crane,6177
1,2060,48103,Crane,6205
1,2020,48105,Crockett,3098
1,2021,48105,Crockett,3003
1,2022,48105,Crockett,2961
1,2023,48105,Crockett,2908
1,2024,48105,Crockett,2852
1,2025,48105,Crockett,2799
1,2026,48105,Crockett,2743
1,2027,48105,Crockett,2695
1,2028,48105,Crockett,2640
1,2029,48105,Crockett,2604
1,2030,48105,Crockett,2554
1,2031,48105,Crockett,2506
1,2032,48105,Crockett,2457
1,2033,48105,Crockett,2414
1,2034,48105,Crockett,2384
1,2035,48105,Crockett,2333
1,2036,48105,Crockett,2285
1,2037,48105,Crockett,2248
1,2038,48105,Crockett,2206
1,2039,48105,Crockett,2162
1,2040,48105,Crockett,2127
1,2041,48105,Crockett,2089
1,2042,48105,Crockett,2039
1,2043,48105,Crockett,2002
1,2044,48105,Crockett,1961
1,2045,48105,Crockett,1925
1,2046,48105,Crockett,1881
1,2047,48105,Crockett,1848
1,2048,48105,Crockett,1808
1,2049,48105,Crockett,1766
1,2050,48105,Crockett,1734
1,2051,48105,Crockett,1699
1,2052,48105,Crockett,1665
1,2053,48105,Crockett,1640
1,2054,48105,Crockett,1609
1,2055,48105,Crockett,1581
1,2056,48105,Crockett,1547
1,2057,48105,Crockett,1521
1,2058,48105,Crockett,1482
1,2059,48105,Crockett,1446
1,2060,48105,Crockett,1430
1,2020,48107,Crosby,5133
1,2021,48107,Crosby,5046
1,2022,48107,Crosby,4973
1,2023,48107,Crosby,4899
1,2024,48107,Crosby,4835
1,2025,48107,Crosby,4747
1,2026,48107,Crosby,4673
1,2027,48107,Crosby,4595
1,2028,48107,Crosby,4537
1,2029,48107,Crosby,4479
1,2030,48107,Crosby,4402
1,2031,48107,Crosby,4331
1,2032,48107,Crosby,4267
1,2033,48107,Crosby,4196
1,2034,48107,Crosby,4136
1,2035,48107,Crosby,4069
1,2036,48107,Crosby,3995
1,2037,48107,Crosby,3929
1,2038,48107,Crosby,3868
1,2039,48107,Crosby,3801
1,2040,48107,Crosby,3724
1,2041,48107,Crosby,3661
1,2042,48107,Crosby,3596
1,2043,48107,Crosby,3534
1,2044,48107,Crosby,3451
1,2045,48107,Crosby,3398
1,2046,48107,Crosby,3336
1,2047,48107,Crosby,3259
1,2048,48107,Crosby,3197
1,2049,48107,Crosby,3130
1,2050,48107,Crosby,3081
1,2051,48107,Crosby,3009
1,2052,48107,Crosby,2949
1,2053,48107,Crosby,2893
1,2054,48107,Crosby,2834
1,2055,48107,Crosby,2772
1,2056,48107,Crosby,2717
1,2057,48107,Crosby,2659
1,2058,48107,Crosby,2614
1,2059,48107,Crosby,2561
1,2060,48107,Crosby,2505
1,2020,48109,Culberson,2188
1,2021,48109,Culberson,2168
1,2022,48109,Culberson,2138
1,2023,48109,Culberson,2108
1,2024,48109,Culberson,2082
1,2025,48109,Culberson,2054
1,2026,48109,Culberson,2025
1,2027,48109,Culberson,2008
1,2028,48109,Culberson,1985
1,2029,48109,Culberson,1951
1,2030,48109,Culberson,1935
1,2031,48109,Culberson,1906
1,2032,48109,Culberson,1872
1,2033,48109,Culberson,1848
1,2034,48109,Culberson,1830
1,2035,48109,Culberson,1804
1,2036,48109,Culberson,1778
1,2037,48109,Culberson,1752
1,2038,48109,Culberson,1717
1,2039,48109,Culberson,1693
1,2040,48109,Culberson,1660
1,2041,48109,Culberson,1631
1,2042,48109,Culberson,1613
1,2043,48109,Culberson,1588
1,2044,48109,Culberson,1561
1,2045,48109,Culberson,1537
1,2046,48109,Culberson,1514
1,2047,48109,Culberson,1488
1,2048,48109,Culberson,1463
1,2049,48109,Culberson,1433
1,2050,48109,Culberson,1410
1,2051,48109,Culberson,1379
1,2052,48109,Culberson,1358
1,2053,48109,Culberson,1340
1,2054,48109,Culberson,1327
1,2055,48109,Culberson,1301
1,2056,48109,Culberson,1279
1,2057,48109,Culberson,1260
1,2058,48109,Culberson,1242
1,2059,48109,Culberson,1213
1,2060,48109,Culberson,1196
1,2020,48111,Dallam,7115
1,2021,48111,Dallam,7118
1,2022,48111,Dallam,7122
1,2023,48111,Dallam,7140
1,2024,48111,Dallam,7152
1,2025,48111,Dallam,7143
1,2026,48111,Dallam,7144
1,2027,48111,Dallam,7153
1,2028,48111,Dallam,7145
1,2029,48111,Dallam,7144
1,2030,48111,Dallam,7155
1,2031,48111,Dallam,7161
1,2032,48111,Dallam,7166
1,2033,48111,Dallam,7179
1,2034,48111,Dallam,7196
1,2035,48111,Dallam,7207
1,2036,48111,Dallam,7225
1,2037,48111,Dallam,7244
1,2038,48111,Dallam,7270
1,2039,48111,Dallam,7270
1,2040,48111,Dallam,7309
1,2041,48111,Dallam,7320
1,2042,48111,Dallam,7347
1,2043,48111,Dallam,7365
1,2044,48111,Dallam,7377
1,2045,48111,Dallam,7406
1,2046,48111,Dallam,7421
1,2047,48111,Dallam,7422
1,2048,48111,Dallam,7444
1,2049,48111,Dallam,7450
1,2050,48111,Dallam,7455
1,2051,48111,Dallam,7462
1,2052,48111,Dallam,7459
1,2053,48111,Dallam,7459
1,2054,48111,Dallam,7464
1,2055,48111,Dallam,7464
1,2056,48111,Dallam,7467
1,2057,48111,Dallam,7460
1,2058,48111,Dallam,7462
1,2059,48111,Dallam,7452
1,2060,48111,Dallam,7454
1,2020,48113,Dallas,2613539
1,2021,48113,Dallas,2632962
1,2022,48113,Dallas,2652614
1,2023,48113,Dallas,2672488
1,2024,48113,Dallas,2692602
1,2025,48113,Dallas,2712829
1,2026,48113,Dallas,2733088
1,2027,48113,Dallas,2753191
1,2028,48113,Dallas,2773058
1,2029,48113,Dallas,2792466
1,2030,48113,Dallas,2811320
1,2031,48113,Dallas,2829545
1,2032,48113,Dallas,2846939
1,2033,48113,Dallas,2863511
1,2034,48113,Dallas,2879134
1,2035,48113,Dallas,2893785
1,2036,48113,Dallas,2907504
1,2037,48113,Dallas,2920404
1,2038,48113,Dallas,2932464
1,2039,48113,Dallas,2943819
1,2040,48113,Dallas,2954449
1,2041,48113,Dallas,2964435
1,2042,48113,Dallas,2973828
1,2043,48113,Dallas,2982631
1,2044,48113,Dallas,2990834
1,2045,48113,Dallas,2998474
1,2046,48113,Dallas,3005654
1,2047,48113,Dallas,3012355
1,2048,48113,Dallas,3018591
1,2049,48113,Dallas,3024455
1,2050,48113,Dallas,3029940
1,2051,48113,Dallas,3035104
1,2052,48113,Dallas,3040016
1,2053,48113,Dallas,3044686
1,2054,48113,Dallas,3049162
1,2055,48113,Dallas,3053485
1,2056,48113,Dallas,3057730
1,2057,48113,Dallas,3061794
1,2058,48113,Dallas,3065706
1,2059,48113,Dallas,3069459
1,2060,48113,Dallas,3072924
1,2020,48115,Dawson,12456
1,2021,48115,Dawson,12421
1,2022,48115,Dawson,12370
1,2023,48115,Dawson,12289
1,2024,48115,Dawson,12223
1,2025,48115,Dawson,12166
1,2026,48115,Dawson,12084
1,2027,48115,Dawson,12024
1,2028,48115,Dawson,11959
1,2029,48115,Dawson,11889
1,2030,48115,Dawson,11825
1,2031,48115,Dawson,11754
1,2032,48115,Dawson,11685
1,2033,48115,Dawson,11611
1,2034,48115,Dawson,11566
1,2035,48115,Dawson,11510
1,2036,48115,Dawson,11449
1,2037,48115,Dawson,11391
1,2038,48115,Dawson,11328
1,2039,48115,Dawson,11286
1,2040,48115,Dawson,11220
1,2041,48115,Dawson,11155
1,2042,48115,Dawson,11099
1,2043,48115,Dawson,11036
1,2044,48115,Dawson,10967
1,2045,48115,Dawson,10910
1,2046,48115,Dawson,10831
1,2047,48115,Dawson,10765
1,2048,48115,Dawson,10712
1,2049,48115,Dawson,10640
1,2050,48115,Dawson,10577
1,2051,48115,Dawson,10503
1,2052,48115,Dawson,10438
1,2053,48115,Dawson,10363
1,2054,48115,Dawson,10295
1,2055,48115,Dawson,10214
1,2056,48115,Dawson,10131
1,2057,48115,Dawson,10066
1,2058,48115,Dawson,9987
1,2059,48115,Dawson,9918
1,2060,48115,Dawson,9850
1,2020,48117,Deaf Smith,18583
1,2021,48117,Deaf Smith,18494
1,2022,48117,Deaf Smith,18371
1,2023,48117,Deaf Smith,18251
1,2024,48117,Deaf Smith,18112
1,2025,48117,Deaf Smith,17992
1,2026,48117,Deaf Smith,17884
1,2027,48117,Deaf Smith,17787
1,2028,48117,Deaf Smith,17680
1,2029,48117,Deaf Smith,17568
1,2030,48117,Deaf Smith,17478
1,2031,48117,Deaf Smith,17368
1,2032,48117,Deaf Smith,17269
1,2033,48117,Deaf Smith,17168
1,2034,48117,Deaf Smith,17078
1,2035,48117,Deaf Smith,16969
1,2036,48117,Deaf Smith,16873
1,2037,48117,Deaf Smith,16760
1,2038,48117,Deaf Smith,16649
1,2039,48117,Deaf Smith,16544
1,2040,48117,Deaf Smith,16437
1,2041,48117,Deaf Smith,16325
1,2042,48117,Deaf Smith,16229
1,2043,48117,Deaf Smith,16095
1,2044,48117,Deaf Smith,15979
1,2045,48117,Deaf Smith,15866
1,2046,48117,Deaf Smith,15729
1,2047,48117,Deaf Smith,15616
1,2048,48117,Deaf Smith,15485
1,2049,48117,Deaf Smith,15345
1,2050,48117,Deaf Smith,15211
1,2051,48117,Deaf Smith,15065
1,2052,48117,Deaf Smith,14933
1,2053,48117,Deaf Smith,14792
1,2054,48117,Deaf Smith,14655
1,2055,48117,Deaf Smith,14519
1,2056,48117,Deaf Smith,14377
1,2057,48117,Deaf Smith,14233
1,2058,48117,Deaf Smith,14099
1,2059,48117,Deaf Smith,13976
1,2060,48117,Deaf Smith,13831
1,2020,48119,Delta,5230
1,2021,48119,Delta,5240
1,2022,48119,Delta,5249
1,2023,48119,Delta,5244
1,2024,48119,Delta,5244
1,2025,48119,Delta,5249
1,2026,48119,Delta,5247
1,2027,48119,Delta,5243
1,2028,48119,Delta,5245
1,2029,48119,Delta,5247
1,2030,48119,Delta,5244
1,2031,48119,Delta,5243
1,2032,48119,Delta,5247
1,2033,48119,Delta,5234
1,2034,48119,Delta,5246
1,2035,48119,Delta,5235
1,2036,48119,Delta,5226
1,2037,48119,Delta,5216
1,2038,48119,Delta,5218
1,2039,48119,Delta,5222
1,2040,48119,Delta,5218
1,2041,48119,Delta,5215
1,2042,48119,Delta,5221
1,2043,48119,Delta,5219
1,2044,48119,Delta,5214
1,2045,48119,Delta,5204
1,2046,48119,Delta,5202
1,2047,48119,Delta,5188
1,2048,48119,Delta,5189
1,2049,48119,Delta,5187
1,2050,48119,Delta,5182
1,2051,48119,Delta,5174
1,2052,48119,Delta,5169
1,2053,48119,Delta,5164
1,2054,48119,Delta,5151
1,2055,48119,Delta,5144
1,2056,48119,Delta,5143
1,2057,48119,Delta,5133
1,2058,48119,Delta,5119
1,2059,48119,Delta,5117
1,2060,48119,Delta,5114
1,2020,48121,Denton,906422
1,2021,48121,Denton,928284
1,2022,48121,Denton,951962
1,2023,48121,Denton,975952
1,2024,48121,Denton,1000341
1,2025,48121,Denton,1025192
1,2026,48121,Denton,1050510
1,2027,48121,Denton,1076283
1,2028,48121,Denton,1102555
1,2029,48121,Denton,1129250
1,2030,48121,Denton,1156452
1,2031,48121,Denton,1184176
1,2032,48121,Denton,1212328
1,2033,48121,Denton,1240908
1,2034,48121,Denton,1269862
1,2035,48121,Denton,1299139
1,2036,48121,Denton,1328757
1,2037,48121,Denton,1358632
1,2038,48121,Denton,1388699
1,2039,48121,Denton,1418972
1,2040,48121,Denton,1449394
1,2041,48121,Denton,1479954
1,2042,48121,Denton,1510651
1,2043,48121,Denton,1541477
1,2044,48121,Denton,1572387
1,2045,48121,Denton,1603315
1,2046,48121,Denton,1634186
1,2047,48121,Denton,1665099
1,2048,48121,Denton,1695994
1,2049,48121,Denton,1726916
1,2050,48121,Denton,1757793
1,2051,48121,Denton,1788675
1,2052,48121,Denton,1819557
1,2053,48121,Denton,1850466
1,2054,48121,Denton,1881464
1,2055,48121,Denton,1912578
1,2056,48121,Denton,1943853
1,2057,48121,Denton,1975335
1,2058,48121,Denton,2007083
1,2059,48121,Denton,2039084
1,2060,48121,Denton,2071337
1,2020,48123,De Witt,19824
1,2021,48123,De Witt,19828
1,2022,48123,De Witt,19837
1,2023,48123,De Witt,19816
1,2024,48123,De Witt,19799
1,2025,48123,De Witt,19786
1,2026,48123,De Witt,19781
1,2027,48123,De Witt,19753
1,2028,48123,De Witt,19753
1,2029,48123,De Witt,19741
1,2030,48123,De Witt,19717
1,2031,48123,De Witt,19692
1,2032,48123,De Witt,19700
1,2033,48123,De Witt,19684
1,2034,48123,De Witt,19658
1,2035,48123,De Witt,19651
1,2036,48123,De Witt,19631
1,2037,48123,De Witt,19608
1,2038,48123,De Witt,19614
1,2039,48123,De Witt,19589
1,2040,48123,De Witt,19552
1,2041,48123,De Witt,19538
1,2042,48123,De Witt,19516
1,2043,48123,De Witt,19474
1,2044,48123,De Witt,19439
1,2045,48123,De Witt,19406
1,2046,48123,De Witt,19376
1,2047,48123,De Witt,19342
1,2048,48123,De Witt,19316
1,2049,48123,De Witt,19283
1,2050,48123,De Witt,19234
1,2051,48123,De Witt,19193
1,2052,48123,De Witt,19124
1,2053,48123,De Witt,19067
1,2054,48123,De Witt,19030
1,2055,48123,De Witt,18979
1,2056,48123,De Witt,18925
1,2057,48123,De Witt,18892
1,2058,48123,De Witt,18843
1,2059,48123,De Witt,18795
1,2060,48123,De Witt,18759
1,2020,48125,Dickens,1770
1,2021,48125,Dickens,1736
1,2022,48125,Dickens,1712
1,2023,48125,Dickens,1692
1,2024,48125,Dickens,1680
1,2025,48125,Dickens,1658
1,2026,48125,Dickens,1634
1,2027,48125,Dickens,1626
1,2028,48125,Dickens,1616
1,2029,48125,Dickens,1608
1,2030,48125,Dickens,1598
1,2031,48125,Dickens,1594
1,2032,48125,Dickens,1580
1,2033,48125,Dickens,1575
1,2034,48125,Dickens,1571
1,2035,48125,Dickens,1562
1,2036,48125,Dickens,1558
1,2037,48125,Dickens,1544
1,2038,48125,Dickens,1535
1,2039,48125,Dickens,1536
1,2040,48125,Dickens,1531
1,2041,48125,Dickens,1524
1,2042,48125,Dickens,1513
1,2043,48125,Dickens,1499
1,2044,48125,Dickens,1492
1,2045,48125,Dickens,1482
1,2046,48125,Dickens,1466
1,2047,48125,Dickens,1455
1,2048,48125,Dickens,1438
1,2049,48125,Dickens,1419
1,2050,48125,Dickens,1406
1,2051,48125,Dickens,1382
1,2052,48125,Dickens,1360
1,2053,48125,Dickens,1337
1,2054,48125,Dickens,1311
1,2055,48125,Dickens,1289
1,2056,48125,Dickens,1282
1,2057,48125,Dickens,1262
1,2058,48125,Dickens,1238
1,2059,48125,Dickens,1210
1,2060,48125,Dickens,1187
1,2020,48127,Dimmit,8615
1,2021,48127,Dimmit,8469
1,2022,48127,Dimmit,8330
1,2023,48127,Dimmit,8200
1,2024,48127,Dimmit,8072
1,2025,48127,Dimmit,7926
1,2026,48127,Dimmit,7805
1,2027,48127,Dimmit,7697
1,2028,48127,Dimmit,7572
1,2029,48127,Dimmit,7448
1,2030,48127,Dimmit,7341
1,2031,48127,Dimmit,7216
1,2032,48127,Dimmit,7117
1,2033,48127,Dimmit,7020
1,2034,48127,Dimmit,6903
1,2035,48127,Dimmit,6806
1,2036,48127,Dimmit,6713
1,2037,48127,Dimmit,6609
1,2038,48127,Dimmit,6502
1,2039,48127,Dimmit,6400
1,2040,48127,Dimmit,6303
1,2041,48127,Dimmit,6203
1,2042,48127,Dimmit,6109
1,2043,48127,Dimmit,5997
1,2044,48127,Dimmit,5904
1,2045,48127,Dimmit,5806
1,2046,48127,Dimmit,5718
1,2047,48127,Dimmit,5613
1,2048,48127,Dimmit,5518
1,2049,48127,Dimmit,5434
1,2050,48127,Dimmit,5340
1,2051,48127,Dimmit,5254
1,2052,48127,Dimmit,5160
1,2053,48127,Dimmit,5085
1,2054,48127,Dimmit,4985
1,2055,48127,Dimmit,4901
1,2056,48127,Dimmit,4807
1,2057,48127,Dimmit,4737
1,2058,48127,Dimmit,4645
1,2059,48127,Dimmit,4562
1,2060,48127,Dimmit,4484
1,2020,48129,Donley,3258
1,2021,48129,Donley,3222
1,2022,48129,Donley,3197
1,2023,48129,Donley,3178
1,2024,48129,Donley,3153
1,2025,48129,Donley,3121
1,2026,48129,Donley,3098
1,2027,48129,Donley,3078
1,2028,48129,Donley,3051
1,2029,48129,Donley,3025
1,2030,48129,Donley,3009
1,2031,48129,Donley,2996
1,2032,48129,Donley,2980
1,2033,48129,Donley,2951
1,2034,48129,Donley,2937
1,2035,48129,Donley,2908
1,2036,48129,Donley,2885
1,2037,48129,Donley,2854
1,2038,48129,Donley,2826
1,2039,48129,Donley,2792
1,2040,48129,Donley,2753
1,2041,48129,Donley,2723
1,2042,48129,Donley,2706
1,2043,48129,Donley,2672
1,2044,48129,Donley,2645
1,2045,48129,Donley,2613
1,2046,48129,Donley,2581
1,2047,48129,Donley,2552
1,2048,48129,Donley,2534
1,2049,48129,Donley,2503
1,2050,48129,Donley,2479
1,2051,48129,Donley,2458
1,2052,48129,Donley,2431
1,2053,48129,Donley,2409
1,2054,48129,Donley,2388
1,2055,48129,Donley,2360
1,2056,48129,Donley,2343
1,2057,48129,Donley,2329
1,2058,48129,Donley,2316
1,2059,48129,Donley,2296
1,2060,48129,Donley,2277
1,2020,48131,Duval,9831
1,2021,48131,Duval,9678
1,2022,48131,Duval,9532
1,2023,48131,Duval,9373
1,2024,48131,Duval,9227
1,2025,48131,Duval,9073
1,2026,48131,Duval,8931
1,2027,48131,Duval,8785
1,2028,48131,Duval,8644
1,2029,48131,Duval,8494
1,2030,48131,Duval,8361
1,2031,48131,Duval,8250
1,2032,48131,Duval,8120
1,2033,48131,Duval,7998
1,2034,48131,Duval,7873
1,2035,48131,Duval,7770
1,2036,48131,Duval,7657
1,2037,48131,Duval,7529
1,2038,48131,Duval,7434
1,2039,48131,Duval,7326
1,2040,48131,Duval,7212
1,2041,48131,Duval,7117
1,2042,48131,Duval,7007
1,2043,48131,Duval,6917
1,2044,48131,Duval,6812
1,2045,48131,Duval,6715
1,2046,48131,Duval,6612
1,2047,48131,Duval,6529
1,2048,48131,Duval,6435
1,2049,48131,Duval,6334
1,2050,48131,Duval,6254
1,2051,48131,Duval,6157
1,2052,48131,Duval,6073
1,2053,48131,Duval,5983
1,2054,48131,Duval,5904
1,2055,48131,Duval,5828
1,2056,48131,Duval,5751
1,2057,48131,Duval,5660
1,2058,48131,Duval,5587
1,2059,48131,Duval,5515
1,2060,48131,Duval,5435
1,2020,48133,Eastland,17725
1,2021,48133,Eastland,17912
1,2022,48133,Eastland,17865
1,2023,48133,Eastland,17815
1,2024,48133,Eastland,17769
1,2025,48133,Eastland,17712
1,2026,48133,Eastland,17662
1,2027,48133,Eastland,17626
1,2028,48133,Eastland,17590
1,2029,48133,Eastland,17541
1,2030,48133,Eastland,17503
1,2031,48133,Eastland,17465
1,2032,48133,Eastland,17425
1,2033,48133,Eastland,17363
1,2034,48133,Eastland,17308
1,2035,48133,Eastland,17240
1,2036,48133,Eastland,17163
1,2037,48133,Eastland,17081
1,2038,48133,Eastland,16998
1,2039,48133,Eastland,16921
1,2040,48133,Eastland,16839
1,2041,48133,Eastland,16752
1,2042,48133,Eastland,16670
1,2043,48133,Eastland,16593
1,2044,48133,Eastland,16490
1,2045,48133,Eastland,16399
1,2046,48133,Eastland,16305
1,2047,48133,Eastland,16221
1,2048,48133,Eastland,16122
1,2049,48133,Eastland,16035
1,2050,48133,Eastland,15945
1,2051,48133,Eastland,15853
1,2052,48133,Eastland,15769
1,2053,48133,Eastland,15673
1,2054,48133,Eastland,15588
1,2055,48133,Eastland,15498
1,2056,48133,Eastland,15405
1,2057,48133,Eastland,15309
1,2058,48133,Eastland,15229
1,2059,48133,Eastland,15138
1,2060,48133,Eastland,15059
1,2020,48135,Ector,165171
1,2021,48135,Ector,167826
1,2022,48135,Ector,170491
1,2023,48135,Ector,173190
1,2024,48135,Ector,175953
1,2025,48135,Ector,178786
1,2026,48135,Ector,181669
1,2027,48135,Ector,184615
1,2028,48135,Ector,187636
1,2029,48135,Ector,190738
1,2030,48135,Ector,193911
1,2031,48135,Ector,197184
1,2032,48135,Ector,200523
1,2033,48135,Ector,203934
1,2034,48135,Ector,207391
1,2035,48135,Ector,210903
1,2036,48135,Ector,214536
1,2037,48135,Ector,218187
1,2038,48135,Ector,221882
1,2039,48135,Ector,225636
1,2040,48135,Ector,229409
1,2041,48135,Ector,233175
1,2042,48135,Ector,236935
1,2043,48135,Ector,240648
1,2044,48135,Ector,244333
1,2045,48135,Ector,247960
1,2046,48135,Ector,251513
1,2047,48135,Ector,255013
1,2048,48135,Ector,258388
1,2049,48135,Ector,261710
1,2050,48135,Ector,264940
1,2051,48135,Ector,268073
1,2052,48135,Ector,271145
1,2053,48135,Ector,274151
1,2054,48135,Ector,277138
1,2055,48135,Ector,280047
1,2056,48135,Ector,282928
1,2057,48135,Ector,285788
1,2058,48135,Ector,288649
1,2059,48135,Ector,291470
1,2060,48135,Ector,294318
1,2020,48137,Edwards,1422
1,2021,48137,Edwards,1362
1,2022,48137,Edwards,1326
1,2023,48137,Edwards,1274
