Migration_Scenario,Year,FIPS,Area_Name,Total_Population
1,2020,48261,Kenedy,350
1,2021,48261,Kenedy,335
1,2022,48261,Kenedy,332
1,2023,48261,Kenedy,333
1,2024,48261,Kenedy,335
1,2025,48261,Kenedy,337
1,2026,48261,Kenedy,335
1,2027,48261,Kenedy,327
1,2028,48261,Kenedy,325
1,2029,48261,Kenedy,322
1,2030,48261,Kenedy,316
1,2031,48261,Kenedy,310
1,2032,48261,Kenedy,305
1,2033,48261,Kenedy,299
1,2034,48261,Kenedy,292
1,2035,48261,Kenedy,284
1,2036,48261,Kenedy,282
1,2037,48261,Kenedy,278
1,2038,48261,Kenedy,275
1,2039,48261,Kenedy,270
1,2040,48261,Kenedy,268
1,2041,48261,Kenedy,261
1,2042,48261,Kenedy,258
1,2043,48261,Kenedy,256
1,2044,48261,Kenedy,251
1,2045,48261,Kenedy,244
1,2046,48261,Kenedy,244
1,2047,48261,Kenedy,243
1,2048,48261,Kenedy,239
1,2049,48261,Kenedy,235
1,2050,48261,Kenedy,233
1,2051,48261,Kenedy,228
1,2052,48261,Kenedy,226
1,2053,48261,Kenedy,219
1,2054,48261,Kenedy,218
1,2055,48261,Kenedy,215
1,2056,48261,Kenedy,210
1,2057,48261,Kenedy,203
1,2058,48261,Kenedy,196
1,2059,48261,Kenedy,188
1,2060,48261,Kenedy,188
1,2020,48263,Kent,753
1,2021,48263,Kent,752
1,2022,48263,Kent,744
1,2023,48263,Kent,746
1,2024,48263,Kent,741
1,2025,48263,Kent,744
1,2026,48263,Kent,747
1,2027,48263,Kent,743
1,2028,48263,Kent,742
1,2029,48263,Kent,735
1,2030,48263,Kent,729
1,2031,48263,Kent,732
1,2032,48263,Kent,728
1,2033,48263,Kent,725
1,2034,48263,Kent,720
1,2035,48263,Kent,727
1,2036,48263,Kent,727
1,2037,48263,Kent,722
1,2038,48263,Kent,726
1,2039,48263,Kent,731
1,2040,48263,Kent,732
1,2041,48263,Kent,733
1,2042,48263,Kent,736
1,2043,48263,Kent,734
1,2044,48263,Kent,730
1,2045,48263,Kent,733
1,2046,48263,Kent,733
1,2047,48263,Kent,734
1,2048,48263,Kent,736
1,2049,48263,Kent,740
1,2050,48263,Kent,743
1,2051,48263,Kent,750
1,2052,48263,Kent,752
1,2053,48263,Kent,757
1,2054,48263,Kent,752
1,2055,48263,Kent,770
1,2056,48263,Kent,765
1,2057,48263,Kent,767
1,2058,48263,Kent,766
1,2059,48263,Kent,771
1,2060,48263,Kent,768
1,2020,48265,Kerr,52598
1,2021,48265,Kerr,53148
1,2022,48265,Kerr,53479
1,2023,48265,Kerr,53867
1,2024,48265,Kerr,54223
1,2025,48265,Kerr,54593
1,2026,48265,Kerr,54947
1,2027,48265,Kerr,55282
1,2028,48265,Kerr,55619
1,2029,48265,Kerr,55966
1,2030,48265,Kerr,56295
1,2031,48265,Kerr,56610
1,2032,48265,Kerr,56920
1,2033,48265,Kerr,57220
1,2034,48265,Kerr,57511
1,2035,48265,Kerr,57782
1,2036,48265,Kerr,58030
1,2037,48265,Kerr,58257
1,2038,48265,Kerr,58474
1,2039,48265,Kerr,58684
1,2040,48265,Kerr,58870
1,2041,48265,Kerr,59057
1,2042,48265,Kerr,59232
1,2043,48265,Kerr,59400
1,2044,48265,Kerr,59572
1,2045,48265,Kerr,59740
1,2046,48265,Kerr,59912
1,2047,48265,Kerr,60097
1,2048,48265,Kerr,60276
1,2049,48265,Kerr,60484
1,2050,48265,Kerr,60685
1,2051,48265,Kerr,60897
1,2052,48265,Kerr,61129
1,2053,48265,Kerr,61387
1,2054,48265,Kerr,61651
1,2055,48265,Kerr,61939
1,2056,48265,Kerr,62229
1,2057,48265,Kerr,62543
1,2058,48265,Kerr,62867
1,2059,48265,Kerr,63218
1,2060,48265,Kerr,63589
1,2020,48267,Kimble,4286
1,2021,48267,Kimble,4248
1,2022,48267,Kimble,4225
1,2023,48267,Kimble,4198
1,2024,48267,Kimble,4175
1,2025,48267,Kimble,4146
1,2026,48267,Kimble,4125
1,2027,48267,Kimble,4102
1,2028,48267,Kimble,4082
1,2029,48267,Kimble,4055
1,2030,48267,Kimble,4016
1,2031,48267,Kimble,3985
1,2032,48267,Kimble,3960
1,2033,48267,Kimble,3934
1,2034,48267,Kimble,3906
1,2035,48267,Kimble,3872
1,2036,48267,Kimble,3841
1,2037,48267,Kimble,3807
1,2038,48267,Kimble,3773
1,2039,48267,Kimble,3736
1,2040,48267,Kimble,3705
1,2041,48267,Kimble,3685
1,2042,48267,Kimble,3656
1,2043,48267,Kimble,3621
1,2044,48267,Kimble,3597
1,2045,48267,Kimble,3568
1,2046,48267,Kimble,3539
1,2047,48267,Kimble,3521
1,2048,48267,Kimble,3496
1,2049,48267,Kimble,3472
1,2050,48267,Kimble,3451
1,2051,48267,Kimble,3437
1,2052,48267,Kimble,3423
1,2053,48267,Kimble,3402
1,2054,48267,Kimble,3384
1,2055,48267,Kimble,3371
1,2056,48267,Kimble,3353
1,2057,48267,Kimble,3341
1,2058,48267,Kimble,3320
1,2059,48267,Kimble,3316
1,2060,48267,Kimble,3313
1,2020,48269,King,265
1,2021,48269,King,244
1,2022,48269,King,244
1,2023,48269,King,244
1,2024,48269,King,246
1,2025,48269,King,249
1,2026,48269,King,255
1,2027,48269,King,261
1,2028,48269,King,256
1,2029,48269,King,253
1,2030,48269,King,259
1,2031,48269,King,259
1,2032,48269,King,253
1,2033,48269,King,251
1,2034,48269,King,246
1,2035,48269,King,249
1,2036,48269,King,248
1,2037,48269,King,246
1,2038,48269,King,247
1,2039,48269,King,246
1,2040,48269,King,248
1,2041,48269,King,250
1,2042,48269,King,252
1,2043,48269,King,251
1,2044,48269,King,252
1,2045,48269,King,253
1,2046,48269,King,253
1,2047,48269,King,255
1,2048,48269,King,261
1,2049,48269,King,259
1,2050,48269,King,260
1,2051,48269,King,261
1,2052,48269,King,267
1,2053,48269,King,270
1,2054,48269,King,273
1,2055,48269,King,276
1,2056,48269,King,277
1,2057,48269,King,276
1,2058,48269,King,272
1,2059,48269,King,271
1,2060,48269,King,267
1,2020,48271,Kinney,3129
1,2021,48271,Kinney,3074
1,2022,48271,Kinney,3031
1,2023,48271,Kinney,2987
1,2024,48271,Kinney,2953
1,2025,48271,Kinney,2907
1,2026,48271,Kinney,2881
1,2027,48271,Kinney,2836
1,2028,48271,Kinney,2804
1,2029,48271,Kinney,2764
1,2030,48271,Kinney,2736
1,2031,48271,Kinney,2716
1,2032,48271,Kinney,2680
1,2033,48271,Kinney,2648
1,2034,48271,Kinney,2607
1,2035,48271,Kinney,2598
1,2036,48271,Kinney,2571
1,2037,48271,Kinney,2548
1,2038,48271,Kinney,2523
1,2039,48271,Kinney,2492
1,2040,48271,Kinney,2465
1,2041,48271,Kinney,2443
1,2042,48271,Kinney,2426
1,2043,48271,Kinney,2394
1,2044,48271,Kinney,2377
1,2045,48271,Kinney,2354
1,2046,48271,Kinney,2341
1,2047,48271,Kinney,2312
1,2048,48271,Kinney,2299
1,2049,48271,Kinney,2280
1,2050,48271,Kinney,2266
1,2051,48271,Kinney,2243
1,2052,48271,Kinney,2230
1,2053,48271,Kinney,2219
1,2054,48271,Kinney,2201
1,2055,48271,Kinney,2179
1,2056,48271,Kinney,2163
1,2057,48271,Kinney,2151
1,2058,48271,Kinney,2133
1,2059,48271,Kinney,2122
1,2060,48271,Kinney,2104
1,2020,48273,Kleberg,31040
1,2021,48273,Kleberg,31503
1,2022,48273,Kleberg,31832
1,2023,48273,Kleberg,32186
1,2024,48273,Kleberg,32536
1,2025,48273,Kleberg,32853
1,2026,48273,Kleberg,33133
1,2027,48273,Kleberg,33329
1,2028,48273,Kleberg,33473
1,2029,48273,Kleberg,33576
1,2030,48273,Kleberg,33628
1,2031,48273,Kleberg,33680
1,2032,48273,Kleberg,33703
1,2033,48273,Kleberg,33718
1,2034,48273,Kleberg,33676
1,2035,48273,Kleberg,33655
1,2036,48273,Kleberg,33634
1,2037,48273,Kleberg,33611
1,2038,48273,Kleberg,33594
1,2039,48273,Kleberg,33577
1,2040,48273,Kleberg,33531
1,2041,48273,Kleberg,33481
1,2042,48273,Kleberg,33474
1,2043,48273,Kleberg,33478
1,2044,48273,Kleberg,33523
1,2045,48273,Kleberg,33585
1,2046,48273,Kleberg,33704
1,2047,48273,Kleberg,33851
1,2048,48273,Kleberg,34009
1,2049,48273,Kleberg,34198
1,2050,48273,Kleberg,34404
1,2051,48273,Kleberg,34618
1,2052,48273,Kleberg,34843
1,2053,48273,Kleberg,35063
1,2054,48273,Kleberg,35265
1,2055,48273,Kleberg,35435
1,2056,48273,Kleberg,35608
1,2057,48273,Kleberg,35750
1,2058,48273,Kleberg,35854
1,2059,48273,Kleberg,35932
1,2060,48273,Kleberg,35993
1,2020,48275,Knox,3353
1,2021,48275,Knox,3325
1,2022,48275,Knox,3296
1,2023,48275,Knox,3280
1,2024,48275,Knox,3269
1,2025,48275,Knox,3237
1,2026,48275,Knox,3218
1,2027,48275,Knox,3189
1,2028,48275,Knox,3176
1,2029,48275,Knox,3164
1,2030,48275,Knox,3138
1,2031,48275,Knox,3120
1,2032,48275,Knox,3100
1,2033,48275,Knox,3079
1,2034,48275,Knox,3059
1,2035,48275,Knox,3049
1,2036,48275,Knox,3035
1,2037,48275,Knox,3002
1,2038,48275,Knox,2981
1,2039,48275,Knox,2966
1,2040,48275,Knox,2951
1,2041,48275,Knox,2941
1,2042,48275,Knox,2913
1,2043,48275,Knox,2898
1,2044,48275,Knox,2869
1,2045,48275,Knox,2849
1,2046,48275,Knox,2824
1,2047,48275,Knox,2800
1,2048,48275,Knox,2784
1,2049,48275,Knox,2760
1,2050,48275,Knox,2732
1,2051,48275,Knox,2704
1,2052,48275,Knox,2688
1,2053,48275,Knox,2670
1,2054,48275,Knox,2649
1,2055,48275,Knox,2630
1,2056,48275,Knox,2601
1,2057,48275,Knox,2590
1,2058,48275,Knox,2577
1,2059,48275,Knox,2563
1,2060,48275,Knox,2548
1,2020,48277,Lamar,50088
1,2021,48277,Lamar,50277
1,2022,48277,Lamar,50362
1,2023,48277,Lamar,50433
1,2024,48277,Lamar,50503
1,2025,48277,Lamar,50538
1,2026,48277,Lamar,50584
1,2027,48277,Lamar,50631
1,2028,48277,Lamar,50673
1,2029,48277,Lamar,50681
1,2030,48277,Lamar,50716
1,2031,48277,Lamar,50723
1,2032,48277,Lamar,50711
1,2033,48277,Lamar,50736
1,2034,48277,Lamar,50732
1,2035,48277,Lamar,50727
1,2036,48277,Lamar,50716
1,2037,48277,Lamar,50703
1,2038,48277,Lamar,50673
1,2039,48277,Lamar,50628
1,2040,48277,Lamar,50560
1,2041,48277,Lamar,50513
1,2042,48277,Lamar,50462
1,2043,48277,Lamar,50399
1,2044,48277,Lamar,50327
1,2045,48277,Lamar,50246
1,2046,48277,Lamar,50155
1,2047,48277,Lamar,50060
1,2048,48277,Lamar,49970
1,2049,48277,Lamar,49865
1,2050,48277,Lamar,49747
1,2051,48277,Lamar,49649
1,2052,48277,Lamar,49522
1,2053,48277,Lamar,49402
1,2054,48277,Lamar,49299
1,2055,48277,Lamar,49190
1,2056,48277,Lamar,49079
1,2057,48277,Lamar,48973
1,2058,48277,Lamar,48873
1,2059,48277,Lamar,48789
1,2060,48277,Lamar,48689
1,2020,48279,Lamb,13045
1,2021,48279,Lamb,12978
1,2022,48279,Lamb,12893
1,2023,48279,Lamb,12799
1,2024,48279,Lamb,12718
1,2025,48279,Lamb,12651
1,2026,48279,Lamb,12565
1,2027,48279,Lamb,12503
1,2028,48279,Lamb,12419
1,2029,48279,Lamb,12338
1,2030,48279,Lamb,12263
1,2031,48279,Lamb,12199
1,2032,48279,Lamb,12133
1,2033,48279,Lamb,12070
1,2034,48279,Lamb,11984
1,2035,48279,Lamb,11924
1,2036,48279,Lamb,11861
1,2037,48279,Lamb,11786
1,2038,48279,Lamb,11716
1,2039,48279,Lamb,11656
1,2040,48279,Lamb,11571
1,2041,48279,Lamb,11488
1,2042,48279,Lamb,11420
1,2043,48279,Lamb,11349
1,2044,48279,Lamb,11262
1,2045,48279,Lamb,11167
1,2046,48279,Lamb,11076
1,2047,48279,Lamb,10995
1,2048,48279,Lamb,10913
1,2049,48279,Lamb,10825
1,2050,48279,Lamb,10725
1,2051,48279,Lamb,10633
1,2052,48279,Lamb,10543
1,2053,48279,Lamb,10455
1,2054,48279,Lamb,10368
1,2055,48279,Lamb,10284
1,2056,48279,Lamb,10203
1,2057,48279,Lamb,10122
1,2058,48279,Lamb,10030
1,2059,48279,Lamb,9950
1,2060,48279,Lamb,9853
1,2020,48281,Lampasas,21627
1,2021,48281,Lampasas,21775
1,2022,48281,Lampasas,21925
1,2023,48281,Lampasas,22047
1,2024,48281,Lampasas,22191
1,2025,48281,Lampasas,22301
1,2026,48281,Lampasas,22430
1,2027,48281,Lampasas,22549
1,2028,48281,Lampasas,22659
1,2029,48281,Lampasas,22783
1,2030,48281,Lampasas,22886
1,2031,48281,Lampasas,22991
1,2032,48281,Lampasas,23101
1,2033,48281,Lampasas,23180
1,2034,48281,Lampasas,23276
1,2035,48281,Lampasas,23364
1,2036,48281,Lampasas,23454
1,2037,48281,Lampasas,23525
1,2038,48281,Lampasas,23599
1,2039,48281,Lampasas,23648
1,2040,48281,Lampasas,23707
1,2041,48281,Lampasas,23740
1,2042,48281,Lampasas,23761
1,2043,48281,Lampasas,23796
1,2044,48281,Lampasas,23826
1,2045,48281,Lampasas,23838
1,2046,48281,Lampasas,23836
1,2047,48281,Lampasas,23845
1,2048,48281,Lampasas,23843
1,2049,48281,Lampasas,23832
1,2050,48281,Lampasas,23815
1,2051,48281,Lampasas,23806
1,2052,48281,Lampasas,23779
1,2053,48281,Lampasas,23749
1,2054,48281,Lampasas,23715
1,2055,48281,Lampasas,23694
1,2056,48281,Lampasas,23660
1,2057,48281,Lampasas,23643
1,2058,48281,Lampasas,23614
1,2059,48281,Lampasas,23570
1,2060,48281,Lampasas,23542
1,2020,48283,La Salle,6664
1,2021,48283,La Salle,6692
1,2022,48283,La Salle,6700
1,2023,48283,La Salle,6701
1,2024,48283,La Salle,6700
1,2025,48283,La Salle,6694
1,2026,48283,La Salle,6682
1,2027,48283,La Salle,6670
1,2028,48283,La Salle,6668
1,2029,48283,La Salle,6651
1,2030,48283,La Salle,6645
1,2031,48283,La Salle,6635
1,2032,48283,La Salle,6635
1,2033,48283,La Salle,6626
1,2034,48283,La Salle,6637
1,2035,48283,La Salle,6630
1,2036,48283,La Salle,6636
1,2037,48283,La Salle,6624
1,2038,48283,La Salle,6615
1,2039,48283,La Salle,6598
1,2040,48283,La Salle,6586
1,2041,48283,La Salle,6573
1,2042,48283,La Salle,6544
1,2043,48283,La Salle,6521
1,2044,48283,La Salle,6495
1,2045,48283,La Salle,6462
1,2046,48283,La Salle,6438
1,2047,48283,La Salle,6400
1,2048,48283,La Salle,6380
1,2049,48283,La Salle,6337
1,2050,48283,La Salle,6319
1,2051,48283,La Salle,6281
1,2052,48283,La Salle,6260
1,2053,48283,La Salle,6212
1,2054,48283,La Salle,6185
1,2055,48283,La Salle,6140
1,2056,48283,La Salle,6108
1,2057,48283,La Salle,6066
1,2058,48283,La Salle,6026
1,2059,48283,La Salle,5975
1,2060,48283,La Salle,5926
1,2020,48285,Lavaca,20337
1,2021,48285,Lavaca,20475
1,2022,48285,Lavaca,20564
1,2023,48285,Lavaca,20667
1,2024,48285,Lavaca,20741
1,2025,48285,Lavaca,20829
1,2026,48285,Lavaca,20938
1,2027,48285,Lavaca,21046
1,2028,48285,Lavaca,21171
1,2029,48285,Lavaca,21288
1,2030,48285,Lavaca,21419
1,2031,48285,Lavaca,21542
1,2032,48285,Lavaca,21690
1,2033,48285,Lavaca,21837
1,2034,48285,Lavaca,21955
1,2035,48285,Lavaca,22100
1,2036,48285,Lavaca,22240
1,2037,48285,Lavaca,22382
1,2038,48285,Lavaca,22518
1,2039,48285,Lavaca,22650
1,2040,48285,Lavaca,22796
1,2041,48285,Lavaca,22928
1,2042,48285,Lavaca,23059
1,2043,48285,Lavaca,23192
1,2044,48285,Lavaca,23327
1,2045,48285,Lavaca,23456
1,2046,48285,Lavaca,23598
1,2047,48285,Lavaca,23718
1,2048,48285,Lavaca,23858
1,2049,48285,Lavaca,24003
1,2050,48285,Lavaca,24127
1,2051,48285,Lavaca,24253
1,2052,48285,Lavaca,24401
1,2053,48285,Lavaca,24529
1,2054,48285,Lavaca,24669
1,2055,48285,Lavaca,24829
1,2056,48285,Lavaca,24960
1,2057,48285,Lavaca,25130
1,2058,48285,Lavaca,25289
1,2059,48285,Lavaca,25460
1,2060,48285,Lavaca,25631
1,2020,48287,Lee,17478
1,2021,48287,Lee,17592
1,2022,48287,Lee,17700
1,2023,48287,Lee,17808
1,2024,48287,Lee,17903
1,2025,48287,Lee,18002
1,2026,48287,Lee,18112
1,2027,48287,Lee,18190
1,2028,48287,Lee,18264
1,2029,48287,Lee,18349
1,2030,48287,Lee,18407
1,2031,48287,Lee,18461
1,2032,48287,Lee,18521
1,2033,48287,Lee,18565
1,2034,48287,Lee,18581
1,2035,48287,Lee,18617
1,2036,48287,Lee,18639
1,2037,48287,Lee,18643
1,2038,48287,Lee,18665
1,2039,48287,Lee,18661
1,2040,48287,Lee,18675
1,2041,48287,Lee,18662
1,2042,48287,Lee,18647
1,2043,48287,Lee,18611
1,2044,48287,Lee,18597
1,2045,48287,Lee,18562
1,2046,48287,Lee,18531
1,2047,48287,Lee,18503
1,2048,48287,Lee,18474
1,2049,48287,Lee,18438
1,2050,48287,Lee,18408
1,2051,48287,Lee,18368
1,2052,48287,Lee,18354
1,2053,48287,Lee,18319
1,2054,48287,Lee,18289
1,2055,48287,Lee,18244
1,2056,48287,Lee,18218
1,2057,48287,Lee,18191
1,2058,48287,Lee,18142
1,2059,48287,Lee,18101
1,2060,48287,Lee,18062
1,2020,48289,Leon,15719
1,2021,48289,Leon,15635
1,2022,48289,Leon,15512
1,2023,48289,Leon,15411
1,2024,48289,Leon,15284
1,2025,48289,Leon,15162
1,2026,48289,Leon,15059
1,2027,48289,Leon,14941
1,2028,48289,Leon,14817
1,2029,48289,Leon,14707
1,2030,48289,Leon,14601
1,2031,48289,Leon,14475
1,2032,48289,Leon,14357
1,2033,48289,Leon,14229
1,2034,48289,Leon,14119
1,2035,48289,Leon,13996
1,2036,48289,Leon,13845
1,2037,48289,Leon,13726
1,2038,48289,Leon,13593
1,2039,48289,Leon,13459
1,2040,48289,Leon,13329
1,2041,48289,Leon,13193
1,2042,48289,Leon,13064
1,2043,48289,Leon,12938
1,2044,48289,Leon,12800
1,2045,48289,Leon,12671
1,2046,48289,Leon,12534
1,2047,48289,Leon,12412
1,2048,48289,Leon,12279
1,2049,48289,Leon,12154
1,2050,48289,Leon,12032
1,2051,48289,Leon,11908
1,2052,48289,Leon,11786
1,2053,48289,Leon,11673
1,2054,48289,Leon,11570
1,2055,48289,Leon,11460
1,2056,48289,Leon,11352
1,2057,48289,Leon,11259
1,2058,48289,Leon,11167
1,2059,48289,Leon,11075
1,2060,48289,Leon,10979
1,2020,48291,Liberty,91628
1,2021,48291,Liberty,93103
1,2022,48291,Liberty,94606
1,2023,48291,Liberty,96128
1,2024,48291,Liberty,97653
1,2025,48291,Liberty,99221
1,2026,48291,Liberty,100780
1,2027,48291,Liberty,102391
1,2028,48291,Liberty,104021
1,2029,48291,Liberty,105651
1,2030,48291,Liberty,107321
1,2031,48291,Liberty,109016
1,2032,48291,Liberty,110737
1,2033,48291,Liberty,112485
1,2034,48291,Liberty,114270
1,2035,48291,Liberty,116071
1,2036,48291,Liberty,117919
1,2037,48291,Liberty,119796
1,2038,48291,Liberty,121711
1,2039,48291,Liberty,123653
1,2040,48291,Liberty,125681
1,2041,48291,Liberty,127703
1,2042,48291,Liberty,129770
1,2043,48291,Liberty,131853
1,2044,48291,Liberty,133950
1,2045,48291,Liberty,136087
1,2046,48291,Liberty,138219
1,2047,48291,Liberty,140358
1,2048,48291,Liberty,142522
1,2049,48291,Liberty,144653
1,2050,48291,Liberty,146794
1,2051,48291,Liberty,148943
1,2052,48291,Liberty,151087
1,2053,48291,Liberty,153228
1,2054,48291,Liberty,155374
1,2055,48291,Liberty,157516
1,2056,48291,Liberty,159685
1,2057,48291,Liberty,161865
1,2058,48291,Liberty,164035
1,2059,48291,Liberty,166247
1,2060,48291,Liberty,168484
1,2020,48293,Limestone,22146
1,2021,48293,Limestone,22117
1,2022,48293,Limestone,22050
1,2023,48293,Limestone,21992
1,2024,48293,Limestone,21905
1,2025,48293,Limestone,21828
1,2026,48293,Limestone,21731
1,2027,48293,Limestone,21632
1,2028,48293,Limestone,21551
1,2029,48293,Limestone,21466
1,2030,48293,Limestone,21375
1,2031,48293,Limestone,21276
1,2032,48293,Limestone,21177
1,2033,48293,Limestone,21069
1,2034,48293,Limestone,20955
1,2035,48293,Limestone,20855
1,2036,48293,Limestone,20733
1,2037,48293,Limestone,20605
1,2038,48293,Limestone,20492
1,2039,48293,Limestone,20370
1,2040,48293,Limestone,20241
1,2041,48293,Limestone,20131
1,2042,48293,Limestone,19982
1,2043,48293,Limestone,19842
1,2044,48293,Limestone,19699
1,2045,48293,Limestone,19552
1,2046,48293,Limestone,19419
1,2047,48293,Limestone,19277
1,2048,48293,Limestone,19132
1,2049,48293,Limestone,18983
1,2050,48293,Limestone,18834
1,2051,48293,Limestone,18681
1,2052,48293,Limestone,18522
1,2053,48293,Limestone,18387
1,2054,48293,Limestone,18251
1,2055,48293,Limestone,18100
1,2056,48293,Limestone,17966
1,2057,48293,Limestone,17820
1,2058,48293,Limestone,17674
1,2059,48293,Limestone,17534
1,2060,48293,Limestone,17394
1,2020,48295,Lipscomb,3059
1,2021,48295,Lipscomb,3012
1,2022,48295,Lipscomb,2989
1,2023,48295,Lipscomb,2951
1,2024,48295,Lipscomb,2913
1,2025,48295,Lipscomb,2882
1,2026,48295,Lipscomb,2844
1,2027,48295,Lipscomb,2819
1,2028,48295,Lipscomb,2794
1,2029,48295,Lipscomb,2739
1,2030,48295,Lipscomb,2709
1,2031,48295,Lipscomb,2673
1,2032,48295,Lipscomb,2638
1,2033,48295,Lipscomb,2614
1,2034,48295,Lipscomb,2572
1,2035,48295,Lipscomb,2541
1,2036,48295,Lipscomb,2506
1,2037,48295,Lipscomb,2476
1,2038,48295,Lipscomb,2436
1,2039,48295,Lipscomb,2414
1,2040,48295,Lipscomb,2376
1,2041,48295,Lipscomb,2342
1,2042,48295,Lipscomb,2313
1,2043,48295,Lipscomb,2279
1,2044,48295,Lipscomb,2250
1,2045,48295,Lipscomb,2220
1,2046,48295,Lipscomb,2186
1,2047,48295,Lipscomb,2155
1,2048,48295,Lipscomb,2125
1,2049,48295,Lipscomb,2094
1,2050,48295,Lipscomb,2055
1,2051,48295,Lipscomb,2019
1,2052,48295,Lipscomb,1987
1,2053,48295,Lipscomb,1958
1,2054,48295,Lipscomb,1921
1,2055,48295,Lipscomb,1894
1,2056,48295,Lipscomb,1868
1,2057,48295,Lipscomb,1836
1,2058,48295,Lipscomb,1800
1,2059,48295,Lipscomb,1777
1,2060,48295,Lipscomb,1755
1,2020,48297,Live Oak,11335
1,2021,48297,Live Oak,11378
1,2022,48297,Live Oak,11348
1,2023,48297,Live Oak,11312
1,2024,48297,Live Oak,11270
1,2025,48297,Live Oak,11250
1,2026,48297,Live Oak,11198
1,2027,48297,Live Oak,11169
1,2028,48297,Live Oak,11126
1,2029,48297,Live Oak,11090
1,2030,48297,Live Oak,11030
1,2031,48297,Live Oak,10997
1,2032,48297,Live Oak,10952
1,2033,48297,Live Oak,10908
1,2034,48297,Live Oak,10860
1,2035,48297,Live Oak,10814
1,2036,48297,Live Oak,10775
1,2037,48297,Live Oak,10725
1,2038,48297,Live Oak,10688
1,2039,48297,Live Oak,10646
1,2040,48297,Live Oak,10619
1,2041,48297,Live Oak,10576
1,2042,48297,Live Oak,10533
1,2043,48297,Live Oak,10486
1,2044,48297,Live Oak,10448
1,2045,48297,Live Oak,10416
1,2046,48297,Live Oak,10392
1,2047,48297,Live Oak,10358
1,2048,48297,Live Oak,10336
1,2049,48297,Live Oak,10301
1,2050,48297,Live Oak,10272
1,2051,48297,Live Oak,10260
1,2052,48297,Live Oak,10244
1,2053,48297,Live Oak,10229
1,2054,48297,Live Oak,10218
1,2055,48297,Live Oak,10209
1,2056,48297,Live Oak,10191
1,2057,48297,Live Oak,10185
1,2058,48297,Live Oak,10181
1,2059,48297,Live Oak,10172
1,2060,48297,Live Oak,10170
1,2020,48299,Llano,21243
1,2021,48299,Llano,21542
1,2022,48299,Llano,21728
1,2023,48299,Llano,21942
1,2024,48299,Llano,22109
1,2025,48299,Llano,22294
1,2026,48299,Llano,22466
1,2027,48299,Llano,22632
1,2028,48299,Llano,22786
1,2029,48299,Llano,22941
1,2030,48299,Llano,23089
1,2031,48299,Llano,23225
1,2032,48299,Llano,23341
1,2033,48299,Llano,23429
1,2034,48299,Llano,23526
1,2035,48299,Llano,23608
1,2036,48299,Llano,23683
1,2037,48299,Llano,23753
1,2038,48299,Llano,23813
1,2039,48299,Llano,23845
1,2040,48299,Llano,23892
1,2041,48299,Llano,23943
1,2042,48299,Llano,23968
1,2043,48299,Llano,24027
1,2044,48299,Llano,24071
1,2045,48299,Llano,24111
1,2046,48299,Llano,24158
1,2047,48299,Llano,24212
1,2048,48299,Llano,24272
1,2049,48299,Llano,24320
1,2050,48299,Llano,24399
1,2051,48299,Llano,24482
1,2052,48299,Llano,24570
1,2053,48299,Llano,24669
1,2054,48299,Llano,24789
1,2055,48299,Llano,24917
1,2056,48299,Llano,25053
1,2057,48299,Llano,25214
1,2058,48299,Llano,25364
1,2059,48299,Llano,25525
1,2060,48299,Llano,25729
1,2020,48301,Loving,64
1,2021,48301,Loving,64
1,2022,48301,Loving,64
1,2023,48301,Loving,64
1,2024,48301,Loving,64
1,2025,48301,Loving,64
1,2026,48301,Loving,64
1,2027,48301,Loving,64
1,2028,48301,Loving,64
1,2029,48301,Loving,64
1,2030,48301,Loving,64
1,2031,48301,Loving,64
1,2032,48301,Loving,64
1,2033,48301,Loving,64
1,2034,48301,Loving,64
1,2035,48301,Loving,64
1,2036,48301,Loving,64
1,2037,48301,Loving,64
1,2038,48301,Loving,64
1,2039,48301,Loving,64
1,2040,48301,Loving,64
1,2041,48301,Loving,64
1,2042,48301,Loving,64
1,2043,48301,Loving,64
1,2044,48301,Loving,64
1,2045,48301,Loving,64
1,2046,48301,Loving,64
1,2047,48301,Loving,64
1,2048,48301,Loving,64
1,2049,48301,Loving,64
1,2050,48301,Loving,64
1,2051,48301,Loving,64
1,2052,48301,Loving,64
1,2053,48301,Loving,64
1,2054,48301,Loving,64
1,2055,48301,Loving,64
1,2056,48301,Loving,64
1,2057,48301,Loving,64
1,2058,48301,Loving,64
1,2059,48301,Loving,64
1,2060,48301,Loving,64
1,2020,48303,Lubbock,310639
1,2021,48303,Lubbock,316390
1,2022,48303,Lubbock,321344
1,2023,48303,Lubbock,326560
1,2024,48303,Lubbock,331871
1,2025,48303,Lubbock,337157
1,2026,48303,Lubbock,342397
1,2027,48303,Lubbock,347451
1,2028,48303,Lubbock,352379
1,2029,48303,Lubbock,357189
1,2030,48303,Lubbock,361834
1,2031,48303,Lubbock,366305
1,2032,48303,Lubbock,370488
1,2033,48303,Lubbock,374557
1,2034,48303,Lubbock,378586
1,2035,48303,Lubbock,382577
1,2036,48303,Lubbock,386543
1,2037,48303,Lubbock,390533
1,2038,48303,Lubbock,394442
1,2039,48303,Lubbock,398237
1,2040,48303,Lubbock,401911
1,2041,48303,Lubbock,405558
1,2042,48303,Lubbock,409208
1,2043,48303,Lubbock,412872
1,2044,48303,Lubbock,416601
